# median-combination of 92 normalized COS/G130M+G160M AGN spectra
# C. Danforth Fri Jan 25 12:25:39 2013
# wavelength   normalized flux
1277.0221     0.939789
1277.0919     0.938809
1277.1617     0.910146
1277.2315     0.889491
1277.3013     0.909954
1277.3711     0.939483
1277.4409     0.947624
1277.5107     0.958433
1277.5805     0.962913
1277.6503     0.966463
1277.7201     0.977089
1277.7899     0.979601
1277.8597     0.987131
1277.9295     0.993544
1277.9993     0.982248
1278.0691     0.975345
1278.1389     0.967652
1278.2087     0.966583
1278.2785     0.976896
1278.3483     0.976498
1278.4181     0.983666
1278.4879     0.973647
1278.5577     0.993708
1278.6275     0.983025
1278.6973     0.987094
1278.7671     0.991295
1278.8369     0.984914
1278.9067     0.976501
1278.9764     0.972165
1279.0462     0.976203
1279.1160     0.969094
1279.1858     0.971251
1279.2556     0.977804
1279.3254     0.986694
1279.3952     0.976150
1279.4650     0.981536
1279.5348     0.988732
1279.6046     0.992527
1279.6744     0.987843
1279.7442     0.982252
1279.8140     0.973196
1279.8838     0.964872
1279.9536     0.972573
1280.0234     0.955096
1280.0932     0.939078
1280.1630     0.943760
1280.2328     0.961015
1280.3026     0.964834
1280.3724     0.978489
1280.4422     0.985984
1280.5120     0.975412
1280.5818     0.987125
1280.6516     0.981961
1280.7214     0.988642
1280.7912     0.982509
1280.8610     0.975364
1280.9308     0.992411
1281.0006     0.999097
1281.0704     0.996024
1281.1402     0.979990
1281.2099     0.986863
1281.2797     0.979465
1281.3495     0.984126
1281.4193     0.982412
1281.4891     0.965977
1281.5589     0.974444
1281.6287     0.976721
1281.6985     0.975362
1281.7683     0.983144
1281.8381     0.971882
1281.9079     0.983596
1281.9777     0.990287
1282.0475     0.981697
1282.1173     0.974132
1282.1871     0.980043
1282.2569     0.973291
1282.3267     0.966949
1282.3965     0.980479
1282.4663     0.980686
1282.5361     0.980679
1282.6059     0.973558
1282.6757     0.963723
1282.7455     0.983636
1282.8153     0.979637
1282.8851     0.968611
1282.9549     0.975761
1283.0247     0.970344
1283.0945     0.971914
1283.1643     0.978835
1283.2341     0.975411
1283.3039     0.971625
1283.3737     0.973404
1283.4434     0.965828
1283.5132     0.969351
1283.5830     0.974047
1283.6528     0.980081
1283.7226     0.972235
1283.7924     0.969678
1283.8622     0.978524
1283.9320     0.971966
1284.0018     0.978701
1284.0716     0.981884
1284.1414     0.981743
1284.2112     0.977888
1284.2810     0.990258
1284.3508     0.986490
1284.4206     0.979364
1284.4904     0.981961
1284.5602     0.970832
1284.6300     0.966564
1284.6998     0.972693
1284.7696     0.977486
1284.8394     0.982483
1284.9092     0.972846
1284.9790     0.976421
1285.0488     0.970854
1285.1186     0.966377
1285.1884     0.955263
1285.2582     0.956969
1285.3280     0.959324
1285.3978     0.970138
1285.4676     0.973440
1285.5374     0.980467
1285.6072     0.987348
1285.6769     0.993729
1285.7467     0.988184
1285.8165     0.979442
1285.8863     0.973637
1285.9561     0.976848
1286.0259     0.974347
1286.0957     0.964708
1286.1655     0.956802
1286.2353     0.962560
1286.3051     0.957107
1286.3749     0.972142
1286.4447     0.966779
1286.5145     0.969424
1286.5843     0.964996
1286.6541     0.968865
1286.7239     0.974416
1286.7937     0.981911
1286.8635     0.962996
1286.9333     0.962335
1287.0031     0.959774
1287.0729     0.953583
1287.1427     0.965768
1287.2125     0.970804
1287.2823     0.979715
1287.3521     0.984649
1287.4219     0.963918
1287.4917     0.952221
1287.5615     0.961621
1287.6313     0.972803
1287.7011     0.966204
1287.7709     0.982276
1287.8407     0.977533
1287.9104     0.978823
1287.9802     0.984097
1288.0500     0.988660
1288.1198     0.979946
1288.1896     0.989622
1288.2594     0.995856
1288.3292     0.995279
1288.3990     0.989956
1288.4688     0.989090
1288.5386     0.988173
1288.6084     0.968394
1288.6782     0.970010
1288.7480     0.951285
1288.8178     0.958519
1288.8876     0.929303
1288.9574     0.947011
1289.0272     0.960209
1289.0970     0.964041
1289.1668     0.975869
1289.2366     0.994086
1289.3064     0.988541
1289.3762     0.984321
1289.4460     0.972274
1289.5158     0.986525
1289.5856     0.973899
1289.6554     0.964933
1289.7252     0.977902
1289.7950     0.970801
1289.8648     0.968868
1289.9346     0.964955
1290.0044     0.972687
1290.0742     0.975014
1290.1439     0.978151
1290.2137     0.988255
1290.2835     0.990934
1290.3533     0.991272
1290.4231     0.991130
1290.4929      1.00056
1290.5627     0.990331
1290.6325     0.994855
1290.7023      1.00201
1290.7721      1.00707
1290.8419      1.00412
1290.9117     0.993628
1290.9815     0.987731
1291.0513     0.989799
1291.1211     0.993361
1291.1909     0.994386
1291.2607     0.990099
1291.3305     0.987211
1291.4003     0.994499
1291.4701      1.01174
1291.5399      1.00852
1291.6097      1.00466
1291.6795     0.997581
1291.7493     0.988719
1291.8191     0.989428
1291.8889     0.992140
1291.9587     0.985882
1292.0285     0.981182
1292.0983     0.973503
1292.1681     0.992446
1292.2379     0.988625
1292.3077     0.988109
1292.3774     0.997459
1292.4472     0.987536
1292.5170     0.984929
1292.5868     0.979241
1292.6566     0.961950
1292.7264     0.962070
1292.7962     0.970699
1292.8660     0.975087
1292.9358     0.967531
1293.0056     0.960632
1293.0754     0.962167
1293.1452     0.973335
1293.2150     0.973222
1293.2848     0.986359
1293.3546      1.00020
1293.4244     0.992329
1293.4942     0.976704
1293.5640     0.982642
1293.6338     0.973751
1293.7036     0.986574
1293.7734     0.983460
1293.8432     0.986143
1293.9130     0.982089
1293.9828     0.979257
1294.0526     0.984294
1294.1224     0.971390
1294.1922     0.975759
1294.2620     0.971214
1294.3318     0.972118
1294.4016     0.981481
1294.4714     0.988110
1294.5412     0.987337
1294.6109     0.988891
1294.6807     0.990482
1294.7505     0.998543
1294.8203     0.986605
1294.8901     0.972481
1294.9599     0.986302
1295.0297     0.983620
1295.0995     0.977510
1295.1693     0.980935
1295.2391     0.965540
1295.3089     0.970193
1295.3787     0.966750
1295.4485     0.960017
1295.5183     0.949112
1295.5881     0.957996
1295.6579     0.967284
1295.7277     0.979506
1295.7975     0.970809
1295.8673     0.969703
1295.9371     0.983168
1296.0069     0.986085
1296.0767     0.978307
1296.1465     0.986080
1296.2163     0.970955
1296.2861     0.980665
1296.3559     0.982121
1296.4257     0.994556
1296.4955      1.00197
1296.5653     0.990548
1296.6351     0.969587
1296.7049     0.967522
1296.7747     0.974416
1296.8444     0.979150
1296.9142     0.977923
1296.9840     0.991503
1297.0538      1.01171
1297.1236     0.993400
1297.1934      1.00089
1297.2632     0.997328
1297.3330     0.983604
1297.4028     0.987847
1297.4726     0.980654
1297.5424     0.966641
1297.6122     0.978089
1297.6820     0.969055
1297.7518     0.974636
1297.8216     0.987898
1297.8914     0.987229
1297.9612     0.980116
1298.0310     0.974205
1298.1008     0.974886
1298.1706     0.986989
1298.2404     0.979874
1298.3102     0.984818
1298.3800     0.975417
1298.4498     0.986097
1298.5196     0.983613
1298.5894     0.987368
1298.6592     0.989103
1298.7290     0.981412
1298.7988     0.984404
1298.8686     0.999488
1298.9384     0.987025
1299.0082     0.987329
1299.0779     0.981963
1299.1477     0.992226
1299.2175      1.00720
1299.2873      1.00378
1299.3571     0.990619
1299.4269     0.995950
1299.4967     0.984712
1299.5665     0.976805
1299.6363     0.983443
1299.7061     0.985620
1299.7759     0.984282
1299.8457     0.994539
1299.9155     0.977190
1299.9853     0.994446
1300.0551     0.983993
1300.1249     0.992934
1300.1947     0.991832
1300.2645     0.994178
1300.3343     0.994011
1300.4041     0.992026
1300.4739     0.979859
1300.5437     0.982693
1300.6135     0.980586
1300.6833     0.978908
1300.7531     0.974474
1300.8229     0.974843
1300.8927     0.993120
1300.9625      1.00603
1301.0323      1.00115
1301.1021      1.00262
1301.1719     0.999238
1301.2417      1.00752
1301.3114     0.994890
1301.3812      1.01952
1301.4510      1.04902
1301.5208      1.09116
1301.5906      1.16533
1301.6604      1.25906
1301.7302      1.27581
1301.8000      1.29414
1301.8698      1.33460
1301.9396      1.39493
1302.0094      1.34985
1302.0792      1.24957
1302.1490      1.24926
1302.2188      1.38753
1302.2886      1.52629
1302.3584      1.53459
1302.4282      1.54032
1302.4980      1.52786
1302.5678      1.40106
1302.6376      1.30686
1302.7074      1.20862
1302.7772      1.13439
1302.8470      1.08186
1302.9168      1.02771
1302.9866      1.01688
1303.0564     0.987544
1303.1262     0.961058
1303.1960     0.962380
1303.2658     0.964561
1303.3356     0.965209
1303.4054     0.966490
1303.4752     0.955913
1303.5449     0.944625
1303.6147     0.928315
1303.6845     0.915856
1303.7543     0.927973
1303.8241     0.921848
1303.8939     0.889205
1303.9637     0.835937
1304.0335     0.755600
1304.1033     0.634903
1304.1731     0.515698
1304.2429     0.501027
1304.3127     0.559604
1304.3825     0.704046
1304.4523     0.944233
1304.5221      1.22855
1304.5919      1.52799
1304.6617      1.64600
1304.7315      1.74409
1304.8013      1.80051
1304.8711      1.77975
1304.9409      1.82318
1305.0107      1.73642
1305.0805      1.67547
1305.1503      1.58276
1305.2201      1.49579
1305.2899      1.38547
1305.3597      1.29545
1305.4295      1.29633
1305.4993      1.27440
1305.5691      1.23831
1305.6389      1.23063
1305.7087      1.28426
1305.7784      1.28293
1305.8482      1.33525
1305.9180      1.32479
1305.9878      1.35566
1306.0576      1.39208
1306.1274      1.31873
1306.1972      1.30171
1306.2670      1.25612
1306.3368      1.26198
1306.4066      1.20364
1306.4764      1.14237
1306.5462      1.13794
1306.6160      1.10012
1306.6858      1.06982
1306.7556      1.03621
1306.8254      1.01730
1306.8952      1.00688
1306.9650     0.994634
1307.0348     0.981731
1307.1046     0.970520
1307.1744     0.971390
1307.2442     0.971580
1307.3140     0.969432
1307.3838     0.980872
1307.4536     0.970068
1307.5234     0.978963
1307.5932     0.976232
1307.6630     0.980814
1307.7328     0.982911
1307.8026     0.989852
1307.8724     0.986655
1307.9422     0.984729
1308.0119     0.988736
1308.0817     0.973760
1308.1515     0.979412
1308.2213     0.983529
1308.2911     0.987993
1308.3609     0.988257
1308.4307     0.988634
1308.5005     0.987904
1308.5703     0.975808
1308.6401     0.978490
1308.7099     0.970358
1308.7797     0.969872
1308.8495     0.985943
1308.9193     0.979973
1308.9891     0.974388
1309.0589     0.981472
1309.1287     0.987904
1309.1985     0.984243
1309.2683     0.994525
1309.3381     0.986993
1309.4079     0.972169
1309.4777     0.981324
1309.5475     0.985635
1309.6173     0.985518
1309.6871     0.970570
1309.7569     0.968250
1309.8267     0.964218
1309.8965     0.968488
1309.9663     0.974520
1310.0361     0.987136
1310.1059     0.994847
1310.1757     0.988270
1310.2454     0.969139
1310.3152     0.970203
1310.3850     0.975044
1310.4548     0.967947
1310.5246     0.978696
1310.5944     0.985824
1310.6642     0.977627
1310.7340     0.978968
1310.8038     0.979069
1310.8736     0.974102
1310.9434     0.986323
1311.0132     0.976777
1311.0830     0.974680
1311.1528     0.979615
1311.2226     0.978063
1311.2924     0.984469
1311.3622     0.989855
1311.4320     0.994954
1311.5018     0.987157
1311.5716     0.991859
1311.6414     0.997713
1311.7112     0.983180
1311.7810     0.992098
1311.8508     0.990930
1311.9206     0.978245
1311.9904     0.974330
1312.0602     0.978754
1312.1300     0.979020
1312.1998     0.965998
1312.2696     0.972863
1312.3394     0.979398
1312.4092     0.982981
1312.4789     0.993441
1312.5487     0.986462
1312.6185      1.00355
1312.6883     0.985600
1312.7581     0.995529
1312.8279     0.989750
1312.8977     0.996442
1312.9675     0.989974
1313.0373     0.979294
1313.1071     0.984571
1313.1769     0.987209
1313.2467     0.975987
1313.3165     0.976866
1313.3863     0.977464
1313.4561     0.982674
1313.5259     0.978523
1313.5957     0.984947
1313.6655     0.994463
1313.7353     0.983190
1313.8051     0.974430
1313.8749     0.973672
1313.9447     0.978117
1314.0145     0.975226
1314.0843     0.981604
1314.1541     0.974182
1314.2239     0.967929
1314.2937     0.978282
1314.3635     0.973380
1314.4333     0.978272
1314.5031     0.981947
1314.5729     0.974112
1314.6427     0.975976
1314.7124     0.970602
1314.7822     0.974457
1314.8520     0.980833
1314.9218     0.983546
1314.9916     0.972809
1315.0614     0.979324
1315.1312     0.985635
1315.2010     0.990216
1315.2708     0.990736
1315.3406     0.993477
1315.4104     0.988822
1315.4802     0.996751
1315.5500     0.996322
1315.6198     0.991488
1315.6896     0.986437
1315.7594     0.984433
1315.8292     0.986232
1315.8990     0.980763
1315.9688     0.981842
1316.0386     0.970908
1316.1084     0.977521
1316.1782     0.984495
1316.2480     0.991994
1316.3178     0.994215
1316.3876     0.991185
1316.4574     0.988819
1316.5272     0.984395
1316.5970     0.977212
1316.6668     0.962666
1316.7366     0.963530
1316.8064     0.970563
1316.8762     0.954360
1316.9459     0.916295
1317.0157     0.896173
1317.0855     0.884535
1317.1553     0.845922
1317.2251     0.865476
1317.2949     0.902566
1317.3647     0.938930
1317.4345     0.958584
1317.5043     0.977651
1317.5741     0.964163
1317.6439     0.971306
1317.7137     0.992028
1317.7835     0.961459
1317.8533     0.976306
1317.9231     0.991121
1317.9929     0.974493
1318.0627     0.983445
1318.1325     0.988533
1318.2023     0.992378
1318.2721     0.994748
1318.3419     0.988774
1318.4117     0.992406
1318.4815     0.989754
1318.5513     0.981697
1318.6211     0.984432
1318.6909     0.983002
1318.7607     0.992374
1318.8305     0.988534
1318.9003     0.976924
1318.9701     0.980972
1319.0399     0.973125
1319.1097     0.972343
1319.1794     0.980287
1319.2492     0.982666
1319.3190     0.969967
1319.3888     0.972864
1319.4586     0.977483
1319.5284     0.977543
1319.5982     0.974007
1319.6680     0.986572
1319.7378     0.988301
1319.8076     0.992038
1319.8774     0.993483
1319.9472     0.986594
1320.0170     0.990909
1320.0868     0.991455
1320.1566     0.984095
1320.2264     0.992473
1320.2962     0.986880
1320.3660     0.996740
1320.4358     0.988030
1320.5056     0.994070
1320.5754     0.989826
1320.6452     0.988740
1320.7150     0.996958
1320.7848     0.989032
1320.8546     0.998528
1320.9244      1.00183
1320.9942     0.995384
1321.0640     0.999776
1321.1338     0.989314
1321.2036     0.987342
1321.2734     0.980124
1321.3432     0.990597
1321.4129     0.975967
1321.4827     0.983019
1321.5525     0.984158
1321.6223     0.992811
1321.6921     0.975649
1321.7619     0.974627
1321.8317     0.974954
1321.9015     0.974032
1321.9713     0.963871
1322.0411     0.987421
1322.1109     0.986854
1322.1807     0.989000
1322.2505     0.990577
1322.3203     0.978374
1322.3901     0.991857
1322.4599     0.978849
1322.5297     0.994713
1322.5995     0.991091
1322.6693     0.993418
1322.7391     0.995007
1322.8089     0.988824
1322.8787     0.989808
1322.9485     0.984529
1323.0183     0.973888
1323.0881     0.978783
1323.1579     0.982185
1323.2277     0.980304
1323.2975     0.976643
1323.3673     0.987803
1323.4371     0.972970
1323.5069     0.977251
1323.5767     0.989129
1323.6464     0.983776
1323.7162     0.984831
1323.7860     0.984932
1323.8558     0.987812
1323.9256     0.981391
1323.9954     0.979120
1324.0652     0.983882
1324.1350     0.972206
1324.2048     0.969056
1324.2746     0.969550
1324.3444     0.963753
1324.4142     0.968632
1324.4840     0.970372
1324.5538     0.985627
1324.6236     0.986245
1324.6934     0.976657
1324.7632     0.981166
1324.8330     0.974665
1324.9028     0.968793
1324.9726     0.968327
1325.0424     0.973069
1325.1122     0.981428
1325.1820     0.988868
1325.2518     0.991134
1325.3216     0.990666
1325.3914     0.995460
1325.4612     0.988188
1325.5310     0.988966
1325.6008     0.987469
1325.6706     0.989058
1325.7404     0.991471
1325.8102     0.994101
1325.8799     0.999778
1325.9497     0.999475
1326.0195     0.985638
1326.0893     0.982882
1326.1591     0.990939
1326.2289     0.993231
1326.2987     0.996627
1326.3685     0.989245
1326.4383     0.982665
1326.5081     0.989238
1326.5779     0.981016
1326.6477     0.977729
1326.7175     0.976418
1326.7873     0.987854
1326.8571     0.988281
1326.9269     0.994777
1326.9967     0.994423
1327.0665     0.993368
1327.1363     0.994481
1327.2061     0.992642
1327.2759     0.993604
1327.3457     0.989843
1327.4155     0.987135
1327.4853     0.987959
1327.5551     0.989305
1327.6249     0.987814
1327.6947     0.987028
1327.7645     0.986489
1327.8343     0.994831
1327.9041     0.995088
1327.9739     0.992699
1328.0437     0.995987
1328.1134     0.995253
1328.1832     0.998322
1328.2530     0.978943
1328.3228     0.977798
1328.3926     0.972288
1328.4624     0.982652
1328.5322     0.968532
1328.6020     0.965471
1328.6718     0.963905
1328.7416     0.948921
1328.8114     0.924517
1328.8812     0.930357
1328.9510     0.963658
1329.0208     0.979730
1329.0906     0.968968
1329.1604     0.980577
1329.2302     0.984746
1329.3000     0.967898
1329.3698     0.987843
1329.4396      1.00021
1329.5094     0.992905
1329.5792     0.999792
1329.6490     0.999506
1329.7188     0.991577
1329.7886     0.991331
1329.8584     0.995055
1329.9282     0.990695
1329.9980     0.988303
1330.0678     0.973260
1330.1376     0.975704
1330.2074     0.983113
1330.2772     0.969360
1330.3469     0.983199
1330.4167     0.966557
1330.4865     0.976347
1330.5563     0.985758
1330.6261     0.981239
1330.6959     0.967470
1330.7657     0.981663
1330.8355     0.985270
1330.9053     0.983886
1330.9751     0.982226
1331.0449     0.982700
1331.1147     0.993866
1331.1845     0.982979
1331.2543     0.998776
1331.3241     0.989920
1331.3939     0.981001
1331.4637     0.985315
1331.5335     0.996860
1331.6033     0.997474
1331.6731     0.999700
1331.7429     0.996978
1331.8127     0.985835
1331.8825     0.985839
1331.9523     0.976548
1332.0221     0.977646
1332.0919     0.979800
1332.1617     0.979992
1332.2315     0.993625
1332.3013     0.988990
1332.3711     0.990421
1332.4409     0.981863
1332.5107     0.988986
1332.5804     0.982529
1332.6502     0.997814
1332.7200     0.989188
1332.7898     0.988437
1332.8596     0.983008
1332.9294     0.985718
1332.9992     0.985371
1333.0690     0.981831
1333.1388     0.982611
1333.2086     0.982504
1333.2784     0.986063
1333.3482     0.981022
1333.4180     0.979024
1333.4878     0.973372
1333.5576     0.974125
1333.6274     0.959892
1333.6972     0.944455
1333.7670     0.944639
1333.8368     0.924307
1333.9066     0.898015
1333.9764     0.851373
1334.0462     0.741508
1334.1160     0.532034
1334.1858     0.255836
1334.2556     0.106736
1334.3254    0.0511172
1334.3952    0.0387258
1334.4650    0.0388899
1334.5348    0.0407725
1334.6046    0.0588015
1334.6744     0.141779
1334.7442     0.336722
1334.8140     0.564412
1334.8837     0.727034
1334.9535     0.855989
1335.0233     0.898652
1335.0931     0.924979
1335.1629     0.930523
1335.2327     0.943769
1335.3025     0.937925
1335.3723     0.881044
1335.4421     0.818320
1335.5119     0.729226
1335.5817     0.650295
1335.6515     0.538686
1335.7213     0.577984
1335.7911     0.724417
1335.8609     0.877311
1335.9307     0.950214
1336.0005     0.964490
1336.0703     0.974100
1336.1401     0.979882
1336.2099     0.979638
1336.2797     0.980544
1336.3495     0.982227
1336.4193     0.973870
1336.4891     0.992141
1336.5589     0.986477
1336.6287     0.992168
1336.6985     0.988932
1336.7683     0.995267
1336.8381     0.997961
1336.9079     0.999250
1336.9777     0.992744
1337.0475     0.994454
1337.1172     0.989490
1337.1870     0.985908
1337.2568     0.984304
1337.3266     0.986550
1337.3964     0.973813
1337.4662     0.986212
1337.5360     0.979715
1337.6058     0.982282
1337.6756     0.982360
1337.7454     0.974646
1337.8152     0.974619
1337.8850     0.977362
1337.9548     0.984434
1338.0246     0.991373
1338.0944     0.986564
1338.1642     0.984438
1338.2340     0.983038
1338.3038     0.995021
1338.3736     0.985214
1338.4434     0.983956
1338.5132     0.994672
1338.5830     0.986373
1338.6528     0.988318
1338.7226     0.992755
1338.7924     0.987116
1338.8622     0.989206
1338.9320     0.979710
1339.0018     0.983245
1339.0716     0.983221
1339.1414     0.988249
1339.2112     0.992060
1339.2810     0.979568
1339.3507     0.989321
1339.4205     0.982468
1339.4903     0.992767
1339.5601     0.983683
1339.6299     0.985323
1339.6997     0.990444
1339.7695     0.983024
1339.8393     0.976660
1339.9091     0.976452
1339.9789     0.979985
1340.0487     0.976124
1340.1185     0.985313
1340.1883     0.974729
1340.2581     0.988745
1340.3279     0.981203
1340.3977     0.976466
1340.4675     0.982497
1340.5373     0.982412
1340.6071     0.984831
1340.6769     0.977976
1340.7467     0.979184
1340.8165     0.987239
1340.8863     0.983041
1340.9561     0.968530
1341.0259     0.979899
1341.0957     0.974313
1341.1655     0.984318
1341.2353     0.980526
1341.3051     0.977743
1341.3749     0.987616
1341.4447     0.986845
1341.5145     0.990360
1341.5842     0.989239
1341.6540     0.992879
1341.7238     0.986271
1341.7936     0.985225
1341.8634     0.994257
1341.9332     0.994064
1342.0030     0.993775
1342.0728     0.998474
1342.1426     0.996887
1342.2124     0.995434
1342.2822     0.991609
1342.3520     0.996012
1342.4218      1.01070
1342.4916      1.00699
1342.5614      1.00052
1342.6312     0.999711
1342.7010      1.00124
1342.7708     0.982648
1342.8406      1.00048
1342.9104     0.996157
1342.9802      1.00166
1343.0500      1.00186
1343.1198     0.996789
1343.1896     0.987466
1343.2594     0.986635
1343.3292     0.979537
1343.3990     0.994699
1343.4688     0.990274
1343.5386     0.986552
1343.6084     0.996247
1343.6782     0.997387
1343.7480     0.999212
1343.8177     0.991624
1343.8875     0.991317
1343.9573     0.981727
1344.0271     0.996341
1344.0969      1.00143
1344.1667     0.992884
1344.2365     0.999624
1344.3063     0.990742
1344.3761     0.999044
1344.4459     0.985607
1344.5157     0.996590
1344.5855     0.990352
1344.6553     0.991031
1344.7251     0.991122
1344.7949     0.991492
1344.8647     0.993518
1344.9345     0.989630
1345.0043     0.988673
1345.0741     0.998942
1345.1439     0.998081
1345.2137     0.994833
1345.2835     0.979682
1345.3533     0.978562
1345.4231     0.987783
1345.4929     0.977674
1345.5627     0.969677
1345.6325     0.977804
1345.7023     0.984431
1345.7721     0.983174
1345.8419     0.989794
1345.9117     0.989430
1345.9815     0.983072
1346.0512     0.982360
1346.1210     0.977874
1346.1908     0.984417
1346.2606     0.989148
1346.3304     0.989596
1346.4002     0.990825
1346.4700     0.990809
1346.5398     0.989934
1346.6096     0.995676
1346.6794     0.984631
1346.7492      1.00151
1346.8190     0.997463
1346.8888     0.994907
1346.9586     0.998033
1347.0284     0.987495
1347.0982     0.970504
1347.1680     0.968058
1347.2378     0.958249
1347.3076     0.967263
1347.3774     0.977908
1347.4472     0.984159
1347.5170     0.988758
1347.5868     0.987464
1347.6566     0.985046
1347.7264     0.979440
1347.7962     0.979259
1347.8660     0.977881
1347.9358     0.991357
1348.0056     0.995112
1348.0754     0.989518
1348.1452     0.986215
1348.2150     0.984898
1348.2847     0.985045
1348.3545     0.986029
1348.4243     0.995214
1348.4941     0.999094
1348.5639     0.985152
1348.6337     0.984837
1348.7035     0.993935
1348.7733      1.00571
1348.8431     0.994642
1348.9129     0.996328
1348.9827      1.00425
1349.0525      1.00428
1349.1223     0.990481
1349.1921     0.993402
1349.2619     0.987097
1349.3317     0.997629
1349.4015     0.992499
1349.4713     0.998041
1349.5411     0.991335
1349.6109     0.986804
1349.6807     0.998566
1349.7505     0.983698
1349.8203     0.977990
1349.8901     0.978118
1349.9599     0.976647
1350.0297     0.977851
1350.0995     0.975801
1350.1693     0.976788
1350.2391     0.981312
1350.3089     0.987396
1350.3787     0.989038
1350.4485     0.991502
1350.5182     0.983901
1350.5880     0.994043
1350.6578     0.996504
1350.7276     0.990814
1350.7974      1.00055
1350.8672     0.988787
1350.9370     0.995770
1351.0068     0.999052
1351.0766     0.988624
1351.1464     0.999123
1351.2162     0.985746
1351.2860     0.988500
1351.3558     0.988429
1351.4256     0.985612
1351.4954     0.989021
1351.5652     0.988896
1351.6350     0.989781
1351.7048     0.992890
1351.7746     0.988636
1351.8444     0.988063
1351.9142     0.988062
1351.9840     0.986527
1352.0538     0.992428
1352.1236     0.995870
1352.1934     0.991230
1352.2632      1.00064
1352.3330     0.997212
1352.4028     0.991914
1352.4726     0.993229
1352.5424     0.990905
1352.6122     0.996845
1352.6820     0.986510
1352.7517     0.994245
1352.8215     0.982911
1352.8913     0.981907
1352.9611     0.992599
1353.0309     0.991910
1353.1007     0.993914
1353.1705     0.994397
1353.2403     0.992129
1353.3101     0.988631
1353.3799     0.986075
1353.4497     0.983152
1353.5195     0.987718
1353.5893     0.986877
1353.6591     0.983232
1353.7289     0.991101
1353.7987     0.989289
1353.8685     0.988851
1353.9383     0.988207
1354.0081     0.984079
1354.0779     0.988157
1354.1477     0.985785
1354.2175     0.979879
1354.2873     0.996262
1354.3571     0.994609
1354.4269     0.994667
1354.4967     0.994108
1354.5665     0.987124
1354.6363     0.997904
1354.7061     0.984177
1354.7759     0.988105
1354.8457     0.994141
1354.9155     0.986906
1354.9852     0.984241
1355.0550     0.989235
1355.1248     0.993448
1355.1946     0.983954
1355.2644     0.986942
1355.3342     0.993915
1355.4040     0.986684
1355.4738     0.988869
1355.5436     0.997686
1355.6134     0.990709
1355.6832     0.993534
1355.7530     0.991996
1355.8228     0.989153
1355.8926     0.992833
1355.9624     0.989463
1356.0322     0.996519
1356.1020     0.994922
1356.1718     0.991112
1356.2416     0.993425
1356.3114     0.987654
1356.3812     0.991746
1356.4510     0.982706
1356.5208     0.979155
1356.5906     0.988788
1356.6604     0.982083
1356.7302     0.987737
1356.8000     0.979309
1356.8698     0.981893
1356.9396     0.989041
1357.0094     0.985152
1357.0792     0.983037
1357.1490     0.987844
1357.2187     0.981759
1357.2885     0.974483
1357.3583     0.977547
1357.4281     0.975826
1357.4979     0.994622
1357.5677     0.989287
1357.6375     0.993861
1357.7073     0.993152
1357.7771     0.985556
1357.8469     0.985291
1357.9167     0.992645
1357.9865     0.983433
1358.0563     0.998253
1358.1261     0.996846
1358.1959     0.992480
1358.2657     0.998556
1358.3355     0.993859
1358.4053     0.991061
1358.4751     0.979816
1358.5449     0.974043
1358.6147     0.980551
1358.6845     0.972709
1358.7543     0.979574
1358.8241     0.988983
1358.8939     0.994979
1358.9637     0.977999
1359.0335     0.988284
1359.1033     0.992419
1359.1731     0.990728
1359.2429     0.999699
1359.3127     0.990820
1359.3825     0.993422
1359.4522     0.989701
1359.5220     0.991467
1359.5918     0.987886
1359.6616     0.987034
1359.7314     0.976072
1359.8012     0.982679
1359.8710     0.979649
1359.9408     0.983270
1360.0106     0.987364
1360.0804     0.992243
1360.1502     0.991115
1360.2200     0.989688
1360.2898     0.991906
1360.3596     0.998775
1360.4294     0.990453
1360.4992     0.990500
1360.5690     0.989565
1360.6388     0.989878
1360.7086     0.987797
1360.7784     0.980231
1360.8482     0.986835
1360.9180     0.987214
1360.9878     0.980174
1361.0576     0.983443
1361.1274     0.984134
1361.1972     0.974459
1361.2670     0.981399
1361.3368     0.983025
1361.4066     0.982348
1361.4764     0.979362
1361.5462     0.977146
1361.6160     0.992432
1361.6857     0.985342
1361.7555     0.984814
1361.8253     0.980259
1361.8951     0.993235
1361.9649     0.993804
1362.0347     0.992829
1362.1045     0.987987
1362.1743     0.981062
1362.2441     0.985216
1362.3139     0.982032
1362.3837     0.977634
1362.4535     0.973633
1362.5233     0.977082
1362.5931     0.978725
1362.6629     0.981168
1362.7327     0.991222
1362.8025     0.988652
1362.8723     0.987441
1362.9421     0.984913
1363.0119     0.987423
1363.0817     0.983914
1363.1515     0.985962
1363.2213     0.994424
1363.2911     0.987486
1363.3609     0.991183
1363.4307     0.996728
1363.5005     0.998739
1363.5703     0.998310
1363.6401     0.985336
1363.7099     0.993804
1363.7797     0.996919
1363.8495     0.998537
1363.9192     0.989553
1363.9890     0.985873
1364.0588     0.986552
1364.1286     0.990861
1364.1984     0.986782
1364.2682     0.991251
1364.3380     0.992787
1364.4078     0.983992
1364.4776     0.990958
1364.5474     0.986525
1364.6172     0.991724
1364.6870     0.988187
1364.7568     0.992026
1364.8266     0.982283
1364.8964     0.990522
1364.9662     0.994099
1365.0360     0.987388
1365.1058     0.996619
1365.1756     0.987475
1365.2454     0.995971
1365.3152     0.994694
